"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2000 / 09","Bronx","04","4327.5","155.6","315.5",,,,,,"2"
"2000 / 09","Bronx","05","3835.7","177.0","393.0",,,,,,"2"
"2000 / 09","Bronx","06","4516.4","325.6","230.0",,,,,,"2"
"2000 / 09","Bronx","07","3789.0","267.4","511.8",,,,,,"2"
"2000 / 09","Bronx","08","2559.9","434.2","293.2",,,,,,"2"
"2000 / 09","Bronx","09","4489.9","226.9","366.5",,,,,,"2"
"2000 / 09","Bronx","10","2467.8","497.7","394.8",,,,,,"2"
"2000 / 09","Bronx","11","3101.4","438.7","382.6",,,,,,"2"
"2000 / 09","Bronx","12","3817.6","488.2","602.0",,,,,,"2"
"2000 / 09","Brooklyn","01","4726.6","483.1","490.5",,,,,,"3"
"2000 / 09","Brooklyn","02","2535.5","534.8","286.2",,,,,,"3"
"2000 / 09","Brooklyn","03","4591.1","263.1","353.1",,,,,,"3"
"2000 / 09","Brooklyn","04","5090.4","353.2","455.5",,,,,,"3"
"2000 / 09","Brooklyn","05","4647.9","317.2","516.6",,,,,,"3"
"2000 / 09","Brooklyn","06","2798.2","826.5","397.4",,,,,,"3"
"2000 / 09","Brooklyn","07","3359.1","479.1","513.1",,,,,,"3"
"2000 / 09","Brooklyn","08","2921.5","246.7","300.0",,,,,,"3"
"2000 / 09","Brooklyn","09","3281.6","282.8","354.1",,,,,,"3"
"2000 / 09","Brooklyn","10","3997.1","863.4","515.8",,,,,,"3"
"2000 / 09","Brooklyn","11","4693.0","930.5","688.2",,,,,,"3"
"2000 / 09","Brooklyn","12","5338.5","834.3","610.2",,,,,,"3"
"2000 / 09","Brooklyn","13","3794.5","425.2","291.7",,,,,,"3"
"2000 / 09","Brooklyn","14","4947.4","599.4","543.3",,,,,,"3"
"2000 / 09","Brooklyn","15","4696.8","1000.5","582.8",,,,,,"3"
"2000 / 09","Brooklyn","16","3105.2","226.8","215.5",,,,,,"3"
"2000 / 09","Brooklyn","17","4860.1","405.0","538.7",,,,,,"3"
"2000 / 09","Brooklyn","18","5618.2","1012.0","738.5",,,,,,"3"
"2000 / 09","Manhattan","01","1265.7","38.5","117.8",,,,,,"1"
"2000 / 09","Manhattan","02","3008.9",,"322.8",,,,,,"1"
"2000 / 09","Manhattan","03","4658.8",,"290.2",,,,,,"1"
"2000 / 09","Manhattan","04","3801.5",,"483.5",,,,,,"1"
"2000 / 09","Manhattan","05","2108.8",,"153.6",,,,,,"1"
"2000 / 09","Manhattan","06","4312.3",,"652.9",,,,,,"1"
"2000 / 09","Manhattan","07","6650.8",,"722.4",,,,,,"1"
"2000 / 09","Manhattan","08","7230.2",,"773.0",,,,,,"1"
"2000 / 09","Manhattan","09","3338.1",,"295.3",,,,,,"1"
"2000 / 09","Manhattan","10","3188.2",,"206.8",,,,,,"1"
"2000 / 09","Manhattan","11","3083.8",,"187.9",,,,,,"1"
"2000 / 09","Manhattan","12","6359.8","75.9","726.5",,,,,,"1"
"2000 / 09","Queens","01","4933.8","808.8","625.0",,,,,,"4"
"2000 / 09","Queens","02","4062.5","688.6","526.1",,,,,,"4"
"2000 / 09","Queens","03","4712.0","530.1","611.4",,,,,,"4"
"2000 / 09","Queens","04","4507.2","452.3","467.8",,,,,,"4"
"2000 / 09","Queens","05","4611.4","1005.6","796.0",,,,,,"4"
"2000 / 09","Queens","06","3021.1","648.2","379.9",,,,,,"4"
"2000 / 09","Queens","07","6497.4","1229.2","764.0",,,,,,"4"
"2000 / 09","Queens","08","3688.8","699.4","393.8",,,,,,"4"
"2000 / 09","Queens","09","3996.3","612.1","653.4",,,,,,"4"
"2000 / 09","Queens","10","3909.4","582.2","565.7",,,,,,"4"
"2000 / 09","Queens","11","3403.2","798.9","413.0",,,,,,"4"
"2000 / 09","Queens","12","6992.5","655.7","830.6",,,,,,"4"
"2000 / 09","Queens","13","5946.9","887.5","832.3",,,,,,"4"
"2000 / 09","Queens","14","3505.8","488.5","399.4",,,,,,"4"
"2000 / 09","Staten Island","01","7126.4",,"728.6",,,,,,"5"
"2000 / 09","Staten Island","02","5330.3",,"517.1",,,,,,"5"
"2000 / 09","Staten Island","03","5799.8",,"781.4",,,,,,"5"
"2000 / 08","Bronx","01","3124.5","280.0","222.5",,,,,,"2"
"2000 / 08","Bronx","02","1474.1","60.3","153.9",,,,,,"2"
"2000 / 08","Bronx","03","2101.5","55.4","119.1",,,,,,"2"
"2000 / 08","Bronx","04","4475.2","145.1","314.7",,,,,,"2"
"2000 / 08","Bronx","05","3819.9","153.8","409.0",,,,,,"2"
"2000 / 08","Bronx","06","4574.6","315.8","262.6",,,,,,"2"
"2000 / 08","Bronx","07","3921.2","276.4","551.5",,,,,,"2"
"2000 / 08","Bronx","08","2627.1","429.1","322.1",,,,,,"2"
"2000 / 08","Bronx","09","4717.0","221.6","387.9",,,,,,"2"
"2000 / 08","Bronx","10","2622.9","481.6","405.0",,,,,,"2"
"2000 / 08","Bronx","11","3186.4","430.1","420.9",,,,,,"2"
"2000 / 08","Bronx","12","4182.3","491.2","644.7",,,,,,"2"
"2000 / 08","Brooklyn","01","4331.0","386.0","509.5",,,,,,"3"
"2000 / 08","Brooklyn","02","2527.1","489.3","295.9",,,,,,"3"
"2000 / 08","Brooklyn","03","4863.2","235.8","371.9",,,,,,"3"
"2000 / 08","Brooklyn","04","4819.4","340.8","442.1",,,,,,"3"
"2000 / 08","Brooklyn","05","4844.0","289.9","560.1",,,,,,"3"
"2000 / 08","Brooklyn","06","2964.2","697.4","377.2",,,,,,"3"
"2000 / 08","Brooklyn","07","3575.4","488.3","544.2",,,,,,"3"
"2000 / 08","Brooklyn","08","3116.8","266.6","345.2",,,,,,"3"
"2000 / 08","Brooklyn","09","3208.6","245.6","342.9",,,,,,"3"
"2000 / 08","Brooklyn","10","3863.8","793.4","526.7",,,,,,"3"
"2000 / 08","Brooklyn","11","4919.4","822.1","683.7",,,,,,"3"
"2000 / 08","Brooklyn","12","4582.5","637.2","551.3",,,,,,"3"
"2000 / 08","Brooklyn","13","3615.8","368.1","300.2",,,,,,"3"
"2000 / 08","Brooklyn","14","5006.8","521.1","507.7",,,,,,"3"
"2000 / 08","Brooklyn","15","4602.5","846.6","571.8",,,,,,"3"
"2000 / 08","Brooklyn","16","3030.1","201.5","202.3",,,,,,"3"
"2000 / 08","Brooklyn","17","5261.0","397.4","581.0",,,,,,"3"
"2000 / 08","Brooklyn","18","5967.9","904.5","785.6",,,,,,"3"
"2000 / 08","Manhattan","01","1306.3",,"92.9",,,,,,"1"
"2000 / 08","Manhattan","02","2946.2",,"311.0",,,,,,"1"
"2000 / 08","Manhattan","03","4646.6",,"282.2",,,,,,"1"
"2000 / 08","Manhattan","04","3757.9",,"446.4",,,,,,"1"
"2000 / 08","Manhattan","05","2120.1",,"133.1",,,,,,"1"
"2000 / 08","Manhattan","06","4314.4",,"666.1",,,,,,"1"
"2000 / 08","Manhattan","07","6495.3",,"703.3",,,,,,"1"
"2000 / 08","Manhattan","08","6785.1",,"734.2",,,,,,"1"
"2000 / 08","Manhattan","09","3341.7",,"262.7",,,,,,"1"
"2000 / 08","Manhattan","10","3275.8",,"180.3",,,,,,"1"
"2000 / 08","Manhattan","11","3374.9",,"151.3",,,,,,"1"
"2000 / 08","Manhattan","12","6452.9",,"696.6",,,,,,"1"
"2000 / 08","Queens","01","5086.6","818.6","624.0",,,,,,"4"
"2000 / 08","Queens","02","3772.0","661.5","502.5",,,,,,"4"
"2000 / 08","Queens","03","4990.3","483.3","608.4",,,,,,"4"
"2000 / 08","Queens","04","4608.1","447.8","489.2",,,,,,"4"
"2000 / 08","Queens","05","4813.6","980.3","803.4",,,,,,"4"
"2000 / 08","Queens","06","3151.7","610.5","381.5",,,,,,"4"
"2000 / 08","Queens","07","6673.0","1184.0","768.3",,,,,,"4"
"2000 / 08","Queens","08","3928.3","674.9","402.6",,,,,,"4"
"2000 / 08","Queens","09","4301.7","621.2","701.6",,,,,,"4"
"2000 / 08","Queens","10","4304.0","619.1","620.2",,,,,,"4"
"2000 / 08","Queens","11","3550.3","782.2","416.0",,,,,,"4"
"2000 / 08","Queens","12","8120.5","683.3","925.8",,,,,,"4"
"2000 / 08","Queens","13","6716.2","902.2","889.1",,,,,,"4"
"2000 / 08","Queens","14","3793.1","484.1","391.6",,,,,,"4"
"2000 / 08","Staten Island","01","7463.6",,"744.2",,,,,,"5"
"2000 / 08","Staten Island","02","5391.7",,"569.0",,,,,,"5"
"2000 / 08","Staten Island","03","6296.7",,"829.3",,,,,,"5"
"2000 / 07","Bronx","01","3069.5","272.2","221.3",,,,,,"2"
"2000 / 07","Bronx","02","1397.3","53.9","137.3",,,,,,"2"
"2000 / 07","Bronx","03","2020.5","63.5","112.3",,,,,,"2"
"2000 / 07","Bronx","04","4326.4","129.2","307.2",,,,,,"2"
"2000 / 07","Bronx","05","3654.5","140.1","389.7",,,,,,"2"
"2000 / 07","Bronx","06","4336.2","283.6","218.6",,,,,,"2"
"2000 / 07","Bronx","07","3786.5","240.5","514.1",,,,,,"2"
"2000 / 07","Bronx","08","2487.8","364.5","290.4",,,,,,"2"
"2000 / 07","Bronx","09","4597.5","217.9","378.3",,,,,,"2"
"2000 / 07","Bronx","10","2472.5","430.3","401.3",,,,,,"2"
"2000 / 07","Bronx","11","3061.4","404.8","409.2",,,,,,"2"
"2000 / 07","Bronx","12","4072.6","447.9","638.0",,,,,,"2"
"2000 / 07","Brooklyn","01","4289.3","366.0","464.9",,,,,,"3"
"2000 / 07","Brooklyn","02","2459.0","438.9","278.2",,,,,,"3"
"2000 / 07","Brooklyn","03","4809.4","230.1","360.9",,,,,,"3"
"2000 / 07","Brooklyn","04","4826.2","324.9","453.8",,,,,,"3"
"2000 / 07","Brooklyn","05","4671.7","293.0","553.9",,,,,,"3"
"2000 / 07","Brooklyn","06","2940.2","675.4","372.5",,,,,,"3"
"2000 / 07","Brooklyn","07","3460.2","475.6","518.2",,,,,,"3"
"2000 / 07","Brooklyn","08","3021.5","229.7","296.8",,,,,,"3"
"2000 / 07","Brooklyn","09","3202.0","227.8","318.1",,,,,,"3"
"2000 / 07","Brooklyn","10","3817.4","751.6","505.4",,,,,,"3"
"2000 / 07","Brooklyn","11","4737.0","793.9","684.2",,,,,,"3"
"2000 / 07","Brooklyn","12","4555.6","619.3","555.4",,,,,,"3"
"2000 / 07","Brooklyn","13","3587.9","349.5","273.9",,,,,,"3"
"2000 / 07","Brooklyn","14","4883.0","514.2","527.1",,,,,,"3"
"2000 / 07","Brooklyn","15","4434.7","805.7","573.9",,,,,,"3"
"2000 / 07","Brooklyn","16","3084.8","206.2","201.3",,,,,,"3"
"2000 / 07","Brooklyn","17","5232.3","372.4","552.3",,,,,,"3"
"2000 / 07","Brooklyn","18","5859.7","862.8","777.2",,,,,,"3"
"2000 / 07","Manhattan","01","1202.0",,"118.2",,,,,,"1"
"2000 / 07","Manhattan","02","2828.3",,"314.2",,,,,,"1"
"2000 / 07","Manhattan","03","4794.5",,"270.1",,,,,,"1"
"2000 / 07","Manhattan","04","3596.2",,"439.5",,,,,,"1"
"2000 / 07","Manhattan","05","1999.6",,"135.6",,,,,,"1"
"2000 / 07","Manhattan","06","4066.2",,"631.6",,,,,,"1"
"2000 / 07","Manhattan","07","6194.8",,"685.4",,,,,,"1"
"2000 / 07","Manhattan","08","6426.7",,"704.9",,,,,,"1"
"2000 / 07","Manhattan","09","3265.8",,"253.2",,,,,,"1"
"2000 / 07","Manhattan","10","3155.0",,"188.2",,,,,,"1"
"2000 / 07","Manhattan","11","3209.9",,"168.6",,,,,,"1"
"2000 / 07","Manhattan","12","6178.0",,"656.5",,,,,,"1"
"2000 / 07","Queens","01","4944.4","755.3","603.7",,,,,,"4"
"2000 / 07","Queens","02","3766.0","650.2","504.2",,,,,,"4"
"2000 / 07","Queens","03","4857.4","466.6","588.2",,,,,,"4"
"2000 / 07","Queens","04","4509.2","422.3","466.4",,,,,,"4"
"2000 / 07","Queens","05","4698.3","910.4","779.4",,,,,,"4"
"2000 / 07","Queens","06","3057.1","573.2","359.8",,,,,,"4"
"2000 / 07","Queens","07","6493.9","1133.6","778.1",,,,,,"4"
"2000 / 07","Queens","08","3804.4","636.2","398.2",,,,,,"4"
"2000 / 07","Queens","09","4177.0","580.4","679.8",,,,,,"4"
"2000 / 07","Queens","10","4163.1","572.0","626.9",,,,,,"4"
"2000 / 07","Queens","11","3353.2","715.2","409.1",,,,,,"4"
"2000 / 07","Queens","12","7778.1","633.4","882.2",,,,,,"4"
"2000 / 07","Queens","13","6572.1","857.6","892.6",,,,,,"4"
"2000 / 07","Queens","14","3784.7","423.8","399.0",,,,,,"4"
"2000 / 07","Staten Island","01","7304.0",,"747.0",,,,,,"5"
"2000 / 07","Staten Island","02","4887.4",,"552.8",,,,,,"5"
"2000 / 07","Staten Island","03","6050.4",,"840.0",,,,,,"5"
"2000 / 06","Bronx","01","3575.4","342.9","237.9",,,,,,"2"
"2000 / 06","Bronx","02","1408.7","73.8","169.0",,,,,,"2"
"2000 / 06","Bronx","03","1960.8","58.8","94.0",,,,,,"2"
"2000 / 06","Bronx","04","4501.1","165.5","316.7",,,,,,"2"
"2000 / 06","Bronx","05","3984.3","169.5","380.0",,,,,,"2"
"2000 / 06","Bronx","06","4748.1","330.5","240.5",,,,,,"2"
"2000 / 06","Bronx","07","3759.9","279.9","540.9",,,,,,"2"
"2000 / 06","Bronx","08","2567.5","452.5","312.6",,,,,,"2"
"2000 / 06","Bronx","09","4514.4","241.5","395.4",,,,,,"2"
"2000 / 06","Bronx","10","2607.4","510.4","425.9",,,,,,"2"
"2000 / 06","Bronx","11","3383.8","456.3","431.5",,,,,,"2"
"2000 / 06","Bronx","12","4123.5","512.2","672.9",,,,,,"2"
"2000 / 06","Brooklyn","01","4979.6","442.6","536.3",,,,,,"3"
"2000 / 06","Brooklyn","02","2567.4","487.4","287.9",,,,,,"3"
"2000 / 06","Brooklyn","03","4748.6","262.1","371.5",,,,,,"3"
"2000 / 06","Brooklyn","04","5278.4","377.7","458.3",,,,,,"3"
"2000 / 06","Brooklyn","05","4932.7","313.0","567.9",,,,,,"3"
"2000 / 06","Brooklyn","06","3097.7","764.4","407.6",,,,,,"3"
"2000 / 06","Brooklyn","07","3556.6","598.0","532.6",,,,,,"3"
"2000 / 06","Brooklyn","08","2981.1","269.3","320.2",,,,,,"3"
"2000 / 06","Brooklyn","09","3390.4","258.4","346.9",,,,,,"3"
"2000 / 06","Brooklyn","10","4187.3","859.4","537.0",,,,,,"3"
"2000 / 06","Brooklyn","11","4888.5","896.2","731.2",,,,,,"3"
"2000 / 06","Brooklyn","12","5728.1","784.3","636.2",,,,,,"3"
"2000 / 06","Brooklyn","13","4023.0","401.6","297.4",,,,,,"3"
"2000 / 06","Brooklyn","14","5178.1","578.9","526.2",,,,,,"3"
"2000 / 06","Brooklyn","15","4780.6","915.6","607.5",,,,,,"3"
"2000 / 06","Brooklyn","16","3219.8","235.9","195.1",,,,,,"3"
"2000 / 06","Brooklyn","17","5204.2","415.2","559.0",,,,,,"3"
"2000 / 06","Brooklyn","18","6413.4","982.8","821.8",,,,,,"3"
"2000 / 06","Manhattan","01","1293.8",,"121.3",,,,,,"1"
"2000 / 06","Manhattan","02","3128.5",,"337.6",,,,,,"1"
"2000 / 06","Manhattan","03","4910.7",,"285.7",,,,,,"1"
"2000 / 06","Manhattan","04","3882.6",,"469.6",,,,,,"1"
"2000 / 06","Manhattan","05","2085.6",,"150.5",,,,,,"1"
"2000 / 06","Manhattan","06","4351.5",,"671.9",,,,,,"1"
"2000 / 06","Manhattan","07","6700.5",,"764.2",,,,,,"1"
"2000 / 06","Manhattan","08","7244.3",,"781.9",,,,,,"1"
"2000 / 06","Manhattan","09","3550.4",,"272.8",,,,,,"1"
"2000 / 06","Manhattan","10","3341.7",,"191.7",,,,,,"1"
"2000 / 06","Manhattan","11","3262.1",,"170.8",,,,,,"1"
"2000 / 06","Manhattan","12","6616.3",,"696.7",,,,,,"1"
"2000 / 06","Queens","01","5140.5","855.2","629.9",,,,,,"4"
"2000 / 06","Queens","02","4498.7","772.6","530.4",,,,,,"4"
"2000 / 06","Queens","03","5037.6","546.3","629.5",,,,,,"4"
"2000 / 06","Queens","04","4636.3","478.9","478.3",,,,,,"4"
"2000 / 06","Queens","05","4916.3","1030.5","815.4",,,,,,"4"
"2000 / 06","Queens","06","3194.6","666.5","379.3",,,,,,"4"
"2000 / 06","Queens","07","6857.7","1273.2","818.4",,,,,,"4"
"2000 / 06","Queens","08","4257.2","730.3","420.9",,,,,,"4"
"2000 / 06","Queens","09","4306.2","637.8","689.2",,,,,,"4"
"2000 / 06","Queens","10","4403.5","605.4","657.2",,,,,,"4"
"2000 / 06","Queens","11","3837.1","835.8","444.8",,,,,,"4"
"2000 / 06","Queens","12","8291.8","710.4","912.9",,,,,,"4"
"2000 / 06","Queens","13","7200.6","963.1","943.2",,,,,,"4"
"2000 / 06","Queens","14","4025.2","449.7","394.4",,,,,,"4"
"2000 / 06","Staten Island","01","7885.5",,"782.0",,,,,,"5"
"2000 / 06","Staten Island","02","5425.1",,"602.1",,,,,,"5"
"2000 / 06","Staten Island","03","6670.3",,"848.8",,,,,,"5"
"2000 / 05","Bronx","01","3440.0","323.5","228.1",,,,,,"2"
"2000 / 05","Bronx","02","1435.4","71.1","140.2",,,,,,"2"
"2000 / 05","Bronx","03","2042.8","64.9","119.6",,,,,,"2"
"2000 / 05","Bronx","04","4671.9","170.6","314.1",,,,,,"2"
"2000 / 05","Bronx","05","4075.2","172.6","379.6",,,,,,"2"
"2000 / 05","Bronx","06","4788.1","355.2","250.7",,,,,,"2"
"2000 / 05","Bronx","07","3980.1","282.8","524.6",,,,,,"2"
"2000 / 05","Bronx","08","2712.0","443.9","303.8",,,,,,"2"
"2000 / 05","Bronx","09","4792.2","235.4","375.4",,,,,,"2"
"2000 / 05","Bronx","10","2831.7","491.7","404.6",,,,,,"2"
"2000 / 05","Bronx","11","3445.8","440.5","390.6",,,,,,"2"
"2000 / 05","Bronx","12","4257.1","495.1","626.1",,,,,,"2"
"2000 / 05","Brooklyn","01","5136.2","423.7","471.1",,,,,,"3"
"2000 / 05","Brooklyn","02","2686.2","529.3","270.9",,,,,,"3"
"2000 / 05","Brooklyn","03","4893.1","249.3","343.5",,,,,,"3"
"2000 / 05","Brooklyn","04","5296.2","357.4","426.0",,,,,,"3"
"2000 / 05","Brooklyn","05","4972.5","298.8","522.7",,,,,,"3"
"2000 / 05","Brooklyn","06","3204.6","778.7","371.8",,,,,,"3"
"2000 / 05","Brooklyn","07","3680.8","527.1","512.4",,,,,,"3"
"2000 / 05","Brooklyn","08","3044.1","256.1","297.5",,,,,,"3"
"2000 / 05","Brooklyn","09","3483.5","257.3","317.8",,,,,,"3"
"2000 / 05","Brooklyn","10","4319.8","845.5","522.1",,,,,,"3"
"2000 / 05","Brooklyn","11","5212.9","867.2","671.6",,,,,,"3"
"2000 / 05","Brooklyn","12","6038.1","783.9","621.3",,,,,,"3"
"2000 / 05","Brooklyn","13","4046.1","392.7","302.9",,,,,,"3"
"2000 / 05","Brooklyn","14","5393.9","583.1","501.1",,,,,,"3"
"2000 / 05","Brooklyn","15","5110.1","925.1","593.0",,,,,,"3"
"2000 / 05","Brooklyn","16","3254.5","224.5","193.3",,,,,,"3"
"2000 / 05","Brooklyn","17","5297.9","393.5","515.6",,,,,,"3"
"2000 / 05","Brooklyn","18","6357.0","955.6","734.3",,,,,,"3"
"2000 / 05","Manhattan","01","1337.0",,"91.9",,,,,,"1"
"2000 / 05","Manhattan","02","3293.8",,"319.2",,,,,,"1"
"2000 / 05","Manhattan","03","5016.1",,"289.9",,,,,,"1"
"2000 / 05","Manhattan","04","4014.3",,"452.3",,,,,,"1"
"2000 / 05","Manhattan","05","2097.5",,"124.6",,,,,,"1"
"2000 / 05","Manhattan","06","4557.1",,"645.1",,,,,,"1"
"2000 / 05","Manhattan","07","6877.0",,"710.2",,,,,,"1"
"2000 / 05","Manhattan","08","7668.6",,"774.3",,,,,,"1"
"2000 / 05","Manhattan","09","3651.0",,"259.5",,,,,,"1"
"2000 / 05","Manhattan","10","3374.0",,"176.7",,,,,,"1"
"2000 / 05","Manhattan","11","3231.1",,"159.2",,,,,,"1"
"2000 / 05","Manhattan","12","6739.9",,"635.2",,,,,,"1"
"2000 / 05","Queens","01","5425.2","823.4","625.6",,,,,,"4"
"2000 / 05","Queens","02","4553.9","742.5","497.6",,,,,,"4"
"2000 / 05","Queens","03","5107.2","497.1","568.8",,,,,,"4"
"2000 / 05","Queens","04","4719.4","444.2","441.2",,,,,,"4"
"2000 / 05","Queens","05","5170.9","1005.2","747.7",,,,,,"4"
"2000 / 05","Queens","06","3272.6","635.4","357.3",,,,,,"4"
"2000 / 05","Queens","07","7137.5","1207.0","761.7",,,,,,"4"
"2000 / 05","Queens","08","4280.4","695.8","405.0",,,,,,"4"
"2000 / 05","Queens","09","4426.8","594.9","656.2",,,,,,"4"
"2000 / 05","Queens","10","4465.1","586.4","593.6",,,,,,"4"
"2000 / 05","Queens","11","4092.9","812.3","427.6",,,,,,"4"
"2000 / 05","Queens","12","8264.4","636.8","863.9",,,,,,"4"
"2000 / 05","Queens","13","7386.8","884.6","857.9",,,"1,329.4",,,"4"
"2000 / 05","Queens","14","3879.9","457.3","355.8",,,,,,"4"
"2000 / 05","Staten Island","01","8470.8",,"738.9",,,,,,"5"
"2000 / 05","Staten Island","02","5789.3",,"570.4",,,,,,"5"
"2000 / 05","Staten Island","03","7344.8",,"807.0",,,,,,"5"
"2000 / 04","Bronx","01","3004.7","303.1","193.1",,,,,,"2"
"2000 / 04","Bronx","02","1284.2","59.9","148.9",,,,,,"2"
"2000 / 04","Bronx","03","1857.7","53.0","74.7",,,,,,"2"
"2000 / 04","Bronx","04","4009.2","168.8","307.7",,,,,,"2"
"2000 / 04","Bronx","05","3533.5","190.3","340.3",,,,,,"2"
"2000 / 04","Bronx","06","4084.5","315.9","211.9",,,,,,"2"
"2000 / 04","Bronx","07","3469.3","311.2","520.8",,,,,,"2"
"2000 / 04","Bronx","08","2365.5","445.9","275.9",,,,,,"2"
"2000 / 04","Bronx","09","4170.0","243.5","343.8",,,,,,"2"
"2000 / 04","Bronx","10","2263.1","554.7","390.3",,,,,,"2"
"2000 / 04","Bronx","11","2874.3","453.3","364.6",,,,,,"2"
"2000 / 04","Bronx","12","3412.7","488.2","542.0",,,,,,"2"
"2000 / 04","Brooklyn","01","4896.6","428.4","479.3",,,,,,"3"
"2000 / 04","Brooklyn","02","2290.8","466.0","245.7",,,,,,"3"
"2000 / 04","Brooklyn","03","4151.5","232.5","315.8",,,,,,"3"
"2000 / 04","Brooklyn","04","4552.3","344.9","409.4",,,,,,"3"
"2000 / 04","Brooklyn","05","4212.2","284.7","453.8",,,,,,"3"
"2000 / 04","Brooklyn","06","2710.9","731.0","334.0",,,,,,"3"
"2000 / 04","Brooklyn","07","3122.5","490.7","452.5",,,,,,"3"
"2000 / 04","Brooklyn","08","2592.6","229.0","284.6",,,,,,"3"
"2000 / 04","Brooklyn","09","3091.6","244.0","309.7",,,,,,"3"
"2000 / 04","Brooklyn","10","3496.3","771.3","469.9",,,,,,"3"
"2000 / 04","Brooklyn","11","4384.5","808.5","595.2",,,,,,"3"
"2000 / 04","Brooklyn","12","6250.1","840.4","736.2",,,,,,"3"
"2000 / 04","Brooklyn","13","3384.9","344.4","252.2",,,,,,"3"
"2000 / 04","Brooklyn","14","4803.1","582.3","526.9",,,,,,"3"
"2000 / 04","Brooklyn","15","4453.5","892.3","560.3",,,,,,"3"
"2000 / 04","Brooklyn","16","2794.9","202.0","199.8",,,,,,"3"
"2000 / 04","Brooklyn","17","4312.2","356.3","438.1",,,,,,"3"
"2000 / 04","Brooklyn","18","5147.4","890.6","649.9",,,,,,"3"
"2000 / 04","Manhattan","01","1138.8",,"110.3",,,,,,"1"
"2000 / 04","Manhattan","02","2811.2",,"305.7",,,,,,"1"
"2000 / 04","Manhattan","03","4277.3",,"244.7",,,,,,"1"
"2000 / 04","Manhattan","04","3417.7",,"433.9",,,,,,"1"
"2000 / 04","Manhattan","05","1776.2",,"128.6",,,,,,"1"
"2000 / 04","Manhattan","06","3908.7",,"628.4",,,,,,"1"
"2000 / 04","Manhattan","07","5946.3",,"696.4",,,,,,"1"
"2000 / 04","Manhattan","08","6913.7",,"757.8",,,,,,"1"
"2000 / 04","Manhattan","09","3054.1",,"247.9",,,,,,"1"
"2000 / 04","Manhattan","10","2964.1",,"177.3",,,,,,"1"
"2000 / 04","Manhattan","11","2778.0",,"155.5",,,,,,"1"
"2000 / 04","Manhattan","12","5714.2",,"608.3",,,,,,"1"
"2000 / 04","Queens","01","4611.0","781.3","534.9",,,,,,"4"
"2000 / 04","Queens","02","3827.1","675.0","464.4",,,,,,"4"
"2000 / 04","Queens","03","4268.2","480.8","514.7",,,,,,"4"
"2000 / 04","Queens","04","4006.0","412.4","404.0",,,,,,"4"
"2000 / 04","Queens","05","4277.6","970.9","666.3",,,,,,"4"
"2000 / 04","Queens","06","2851.7","611.7","342.2",,,,,,"4"
"2000 / 04","Queens","07","5716.2","1130.6","693.6",,,,,,"4"
"2000 / 04","Queens","08","3634.4","653.4","368.6",,,,,,"4"
"2000 / 04","Queens","09","3633.1","564.5","572.3",,,,,,"4"
"2000 / 04","Queens","10","3558.0","544.7","505.2",,,,,,"4"
"2000 / 04","Queens","11","3236.8","726.9","364.3",,,,,,"4"
"2000 / 04","Queens","12","6513.4","604.6","748.7",,,,,,"4"
"2000 / 04","Queens","13","5590.3","825.8","732.8",,,,,,"4"
"2000 / 04","Queens","14","3233.2","401.3","321.5",,,,,,"4"
"2000 / 04","Staten Island","01","6640.9",,"644.4",,,,,,"5"
"2000 / 04","Staten Island","02","4556.4",,"486.5",,,,,,"5"
"2000 / 04","Staten Island","03","5571.0",,"699.6",,,,,,"5"
"2000 / 03","Bronx","01","3698.1","322.3","223.9",,,,,,"2"
"2000 / 03","Bronx","02","1372.1","47.9","115.1",,,,,,"2"
"2000 / 03","Bronx","03","1974.8","75.9","116.4",,,,,,"2"
"2000 / 03","Bronx","04","4394.7","140.3","275.5",,,,,,"2"
"2000 / 03","Bronx","05","3483.6","155.6","337.0",,,,,,"2"
"2000 / 03","Bronx","06","4472.7","320.2","235.3",,,,,,"2"
"2000 / 03","Bronx","07","3659.8","244.8","464.5",,,,,,"2"
"2000 / 03","Bronx","08","2558.8","457.5","320.5",,,,,,"2"
"2000 / 03","Bronx","09","4298.3","197.3","318.2",,,,,,"2"
"2000 / 03","Bronx","10","2283.8","454.8","325.1",,,,,,"2"
"2000 / 03","Bronx","11","3061.0","444.6","387.0",,,,,,"2"
"2000 / 03","Bronx","12","3483.6","495.1","582.2",,,,,,"2"
"2000 / 03","Brooklyn","01","4804.1","444.6","489.1",,,,,,"3"
"2000 / 03","Brooklyn","02","2475.1","531.9","280.3",,,,,,"3"
"2000 / 03","Brooklyn","03","4267.7","255.3","341.4",,,,,,"3"
"2000 / 03","Brooklyn","04","4892.5","368.5","435.6",,,,,,"3"
"2000 / 03","Brooklyn","05","4402.8","300.2","477.6",,,,,,"3"
"2000 / 03","Brooklyn","06","2920.8","766.4","366.8",,,,,,"3"
"2000 / 03","Brooklyn","07","3253.7","540.1","488.8",,,,,,"3"
"2000 / 03","Brooklyn","08","2726.2","267.2","317.5",,,,,,"3"
"2000 / 03","Brooklyn","09","3079.5","264.9","337.7",,,,,,"3"
